company_id                          , company                                                                      , domain                       , score_id                            , score, fit_score, intent_score, target_roles                                , reason_to_write                                                                                                              , evidence_urls                                                                                                                            , signal_types                       , positive_reasons                                                                                                           , penalties
00c6f417-c8c3-4743-acc1-d2fb4ad4a31d, Klara Systems                                                                , klarasystems.com             , ee3304b1-5189-4fbe-9c7a-29e5036126e9,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Klara Systems posted in Ask HN: Who is hiring? (August 2026).                                                                , https://news.ycombinator.com/item?id=49161851                                                                                            , HIRING_DISCOVERY                   , "Company has a resolvable domain.; Industry fit matches b2b, operations."                                                  , 
3c0d1feb-0bce-4227-951d-be60f87d783e, Klutch AI (                                                                  , klutch.ai                    , 18918c7a-6913-426a-b4a6-99bdd8c8ffef,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Klutch AI ( posted in Ask HN: Who is hiring? (August 2026).                                                                  , https://news.ycombinator.com/item?id=49159064                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.; Industry fit matches logistics.                                                          , 
cd0a7064-0cda-448e-987d-ac86648524cf, Kyra Health                                                                  , engineering.kyra.health      , d659fb90-66f6-4fef-bd16-060076c457e7,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Kyra Health posted in Ask HN: Who is hiring? (August 2026).                                                                  , https://news.ycombinator.com/item?id=49156819                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.; Industry fit matches fintech.                                                            , 
539690c7-3196-44a5-9f00-454c87f90fe0, Middesk                                                                      , middesk.comat                , 6241bdfd-1808-4722-b31a-6e427abb13f3,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Middesk posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49157827                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.; Industry fit matches fintech.                                                            , 
c9cac715-4f3b-4a45-b935-84b6eacce68b, SentiLink                                                                    , sentilink.com                , 7f66198c-7e5f-4de4-a538-52b3cd944ffc,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, SentiLink posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49162509                                                                                            , HIRING_DISCOVERY                   , "Company has a resolvable domain.; Industry fit matches marketplace, fintech."                                             , 
1bcf1171-b46c-4b7c-aa67-05cbdd6c1085, Senzing                                                                      , senzing.com                  , 65dabe0c-797f-4461-b626-ed6b0285ca5d,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Senzing posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49156737                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.; Industry fit matches operations.                                                         , 
0a97f5f3-d5ba-4111-b6ba-888499f9b312, Snout                                                                        , snout.com                    , cd79de2b-6c35-457b-a3cc-0bb2b61db737,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Snout posted in Ask HN: Who is hiring? (August 2026).                                                                        , https://news.ycombinator.com/item?id=49156689                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.; Industry fit matches operations.                                                         , 
3c9e6b93-db5e-4cc0-bafe-04675ba7da74, Storepass                                                                    , storepass.co                 , aed659b7-8356-4e31-96d6-f628d329583f,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Storepass posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49163131                                                                                            , HIRING_DISCOVERY                   , "Company has a resolvable domain.; Industry fit matches saas, operations, commerce."                                       , 
39358f97-7f35-4a58-9126-3f64ae24df97, Tasklet                                                                      , tasklet.ai                   , dc505499-3952-4b0e-8bb8-13098ac20544,    34,        73,           46, CTO; Founder; Head of Talent; VP Engineering, Tasklet posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49159942                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.; Industry fit matches saas.                                                               , 
58c93684-9b86-442e-8a88-c77519c18eb3, Software Engineer                                                            , uctalent.io                  , 7fc05974-d69d-45ef-bcdb-b7cef94f8353,    28,        49,           58, CTO; Founder; Head of Talent; VP Engineering, Full Stack Software Engineer posted in Ask HN: Who is hiring? (August 2026).                                                 , https://news.ycombinator.com/item?id=49163520;https://news.ycombinator.com/item?id=49157647                                              , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
1744bde2-4cc6-4c5c-aff6-f2a4aad7dbeb, Aeolus                                                                       , aeolus.earth                 , ed65cefb-8bbf-404e-b02d-e5985eff67b9,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Aeolus posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49158131                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
5bdbe916-8273-4e7e-ae9f-f82065de5e92, Akkio                                                                        , akkio.com                    , b45778a6-350b-47e5-95e1-942f16776388,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Akkio posted in Ask HN: Who is hiring? (August 2026).                                                                        , https://news.ycombinator.com/item?id=49158703                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
41b512d1-6d63-49dc-8732-af5c048f1d07, Amplify Education                                                            , amplify.com                  , 70eb2e04-3b93-4c51-bdfb-7c5b2655a72c,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Amplify Education posted in Ask HN: Who is hiring? (August 2026).                                                            , https://news.ycombinator.com/item?id=49162914                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
38d7b2da-06a3-45d4-a47f-af7db36218d7, App                                                                          , app.deel.com                 , b4e35bf4-33a6-4218-980c-15d78d326853,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, App posted in Ask HN: Who is hiring? (August 2026).                                                                          , https://news.ycombinator.com/item?id=49160095                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
a2a82d97-04b3-4a4a-a308-106cafa03c28, Atria                                                                        , share.atria.org              , 448999f5-bd37-42c5-bfe8-4758b98265c4,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Atria posted in Ask HN: Who is hiring? (August 2026).                                                                        , https://news.ycombinator.com/item?id=49160086                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
99874b76-4db8-4294-8351-c3d5f3779e61, AusRehab                                                                     , ausrehab.com                 , cb74cdb8-e2ac-4f37-98e0-6b94ebd99e79,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, AusRehab posted in Ask HN: Who is hiring? (August 2026).                                                                     , https://news.ycombinator.com/item?id=49164303                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
a60bc4f3-d090-40d3-8342-190fe766ef5c, BASE16                                                                       , base16.fr                    , 9df0a974-d1b6-4b4a-9cd2-f49281470dff,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, BASE16 posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49162696                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
d862ebae-28cf-4b3a-b99f-0352dfcbe2b7, Better Stack                                                                 , betterstack.com              , b06fbd3d-48e4-4f66-a57e-812f271ee468,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Better Stack posted in Ask HN: Who is hiring? (August 2026).                                                                 , https://news.ycombinator.com/item?id=49159115                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
cbe2cfb6-928b-4ea7-9c87-6320418fecaf, Bucket Robotics                                                              , bucket.bot                   , d8e09dbc-f578-4212-ab5a-6eae5a1da18a,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Bucket Robotics posted in Ask HN: Who is hiring? (August 2026).                                                              , https://news.ycombinator.com/item?id=49162501                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
22dc0f18-6de9-4351-8b83-5c3f06a03286, Chainguard                                                                   , chainguard.dev               , e713c947-6989-44e4-ba23-8796dfede508,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Chainguard posted in Ask HN: Who is hiring? (August 2026).                                                                   , https://news.ycombinator.com/item?id=49164297                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
c0ef6b8d-c8d0-4e87-b44a-32ff87b2c9c4, Charge Robotics                                                              , youtu.be                     , 6917c4c4-4120-43c3-bdf9-c89edde7756d,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Charge Robotics posted in Ask HN: Who is hiring? (August 2026).                                                              , https://news.ycombinator.com/item?id=49163358                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
32b5e078-f12c-4bba-bdfc-4728e79ecc5f, Cockpit                                                                      , cockpit.at                   , 8fac3e39-ed40-489e-b4a2-ff661c103630,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Cockpit posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49157970                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
a8b93064-27e6-45ce-8995-4fc59809c98f, CodeWeavers                                                                  , codeweavers.com              , c4e900ce-759b-4bd3-b0fc-dc4268b61e68,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, CodeWeavers posted in Ask HN: Who is hiring? (August 2026).                                                                  , https://news.ycombinator.com/item?id=49159312                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
285eeb33-9e45-4d1c-97ac-b73ea51e7269, CoVar                                                                        , covar.com                    , 12014c41-0c20-4262-8b09-6648706c958a,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, CoVar posted in Ask HN: Who is hiring? (August 2026).                                                                        , https://news.ycombinator.com/item?id=49160170                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
bc49324f-56fe-4da0-990c-62181bada0e1, DeepSight Technology                                                         , deepsightinc.applicantpro.com, f079cc2b-cf02-45a6-8080-4ad35edcc517,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, DeepSight Technology posted in Ask HN: Who is hiring? (August 2026).                                                         , https://news.ycombinator.com/item?id=49157959                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
c2d93351-28dc-4a87-a5f7-f51917b129f2, Detections.ai                                                                , detections.ai                , f6c7be91-9745-4f2c-970c-4d044d82e412,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Detections.ai posted in Ask HN: Who is hiring? (August 2026).                                                                , https://news.ycombinator.com/item?id=49163907                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
917b44da-3d41-4989-adfd-488b47bfe21f, Diffusion                                                                    , diffusion.io                 , 5fbac173-ba1c-437f-bbf4-aa46cbf9cf7d,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Diffusion posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49160628                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
a71ca9f9-6c27-4518-8be9-6f77b7ea056f, Domino Data Lab                                                              , domino.ai                    , 87546c74-9acf-4ca5-bb7b-05ad84582fb0,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Domino Data Lab posted in Ask HN: Who is hiring? (August 2026).                                                              , https://news.ycombinator.com/item?id=49162776                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
db7e5a9d-5d5a-4a1d-899c-512b989f9c6a, DualEntry                                                                    , dualentry.com                , a002d44b-2d96-45f3-b22e-787be1129f25,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, DualEntry posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49159519                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
784a61ef-af8b-4cf7-89b5-319f334d5a60, Eleos Technologies (                                                         , eleostech.com                , 013be350-7903-4395-a6cc-d470c3f8601a,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Eleos Technologies ( posted in Ask HN: Who is hiring? (August 2026).                                                         , https://news.ycombinator.com/item?id=49163576                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
0b432b98-67f5-4d00-90b4-9844806c57e2, exe.dev                                                                      , exe.dev                      , e48421bd-014c-4b12-8800-8bbbbf9e1182,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, exe.dev posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49163107                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
be454832-1cb0-4ba5-846d-e63666662533, Flow Traders                                                                 , lnkd.in                      , 59f194b8-8a6f-4680-9825-084b341e55c2,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Flow Traders posted in Ask HN: Who is hiring? (August 2026).                                                                 , https://news.ycombinator.com/item?id=49163308                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
6ec763cc-1e87-4433-85ee-0fa0e62f66ab, Foxglove                                                                     , foxglove.dev                 , 0c05a74b-f5a5-4fed-a4d6-39ca518b82f2,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Foxglove posted in Ask HN: Who is hiring? (August 2026).                                                                     , https://news.ycombinator.com/item?id=49163678                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
702a1c31-4452-4254-9b19-561f674ed519, Friendly Captcha                                                             , friendlycaptcha.com          , 04a8f4eb-4e1b-4991-9b37-331f3ba6cfba,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Friendly Captcha posted in Ask HN: Who is hiring? (August 2026).                                                             , https://news.ycombinator.com/item?id=49159002                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
9797c69a-6860-49c0-abcc-4d6412042e6b, FurtherAI                                                                    , furtherai.com                , 563ad361-45f5-4d38-8aa8-c58a867ceb12,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, FurtherAI posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49162833                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
ed3b0033-8ef7-4d6f-84a4-b6617a1e333a, GetEpic.com                                                                  , getepic.com                  , fb9de731-af48-49c9-95fd-6c09fae6521d,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, GetEpic.com posted in Ask HN: Who is hiring? (August 2026).                                                                  , https://news.ycombinator.com/item?id=49161868                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
f7a81e8d-180f-49f3-857c-52fb586547fb, Harmony AI                                                                   , tryharmony.ai                , f1c71021-0dd9-483a-addb-a7c23933ba78,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Harmony AI posted in Ask HN: Who is hiring? (August 2026).                                                                   , https://news.ycombinator.com/item?id=49163301                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
ae9e22cf-e4fe-4140-95cd-2dd0ae567bcd, Hatchet                                                                      , hatchet.run                  , 590b95ff-4eba-44c6-9eaf-3e05f4070973,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Hatchet posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49162047                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
a119c746-3f22-44c0-9b76-0c9d2d3a5b77, Hatchet Jobs                                                                 , hatchet-jobs.com             , 7d62cc50-a536-42e1-97be-a364dd65f6ff,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Hatchet Jobs posted in Ask HN: Who is hiring? (August 2026).                                                                 , https://news.ycombinator.com/item?id=49310192                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
c2ecef3c-6008-4aa1-99dc-2f1f4fb0851f, Hey! I also submitted the form                                               , normcore.io                  , 04d71721-a075-4761-bb18-bb42c029ae8c,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Hey! I also submitted the form posted in Ask HN: Who is hiring? (August 2026).                                               , https://news.ycombinator.com/item?id=49162779                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
f117b2c0-3941-4968-92fb-e3fdaba73152, I sent you a message on workatastartup! Would love to chat more. My resume is, ethanthopkins.github.io      , 67a22153-7f40-44b1-b0c9-0eff969fe8d5,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, I sent you a message on workatastartup! Would love to chat more. My resume is posted in Ask HN: Who is hiring? (August 2026)., https://news.ycombinator.com/item?id=49172035                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
61fa7b60-e83e-4ea3-9018-4ead448be532, Kinelo                                                                       , kinelo.com                   , dbdb4eee-37f2-41ee-9e8a-dde5687b1d22,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Kinelo posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49162608                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
7ad61ddf-c1a6-4aea-b702-fad3c3dc5ac8, Legion Intelligence                                                          , legionintel.com              , b69edfb7-dfea-4bfe-bbb8-9a4afa5aea76,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Legion Intelligence posted in Ask HN: Who is hiring? (August 2026).                                                          , https://news.ycombinator.com/item?id=49158982                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
e07ebeaa-642f-4747-9e38-24d0da955e7b, Marple                                                                       , marpledata.com               , cb764959-e4ea-477b-85d4-4721057a7894,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Marple posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49157080                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
f2973c5f-11f1-4802-922a-cc6c9845f4b7, MixRank                                                                      , welcome.we                   , a09cf6ca-9239-4f5d-a957-f5196852e72a,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, MixRank posted in Ask HN: Who is hiring? (August 2026).                                                                      , https://news.ycombinator.com/item?id=49159028                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
d2afe713-486b-4860-80ea-ba60601d6b35, Normal                                                                       , youtube.com                  , bb9d49b6-bd1a-44aa-93ec-e31edc368a7e,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Normal posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49158050                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
2df84955-47ff-4a77-b574-55146d15794b, Octozi                                                                       , octozi.com                   , 5127690b-5beb-4187-941a-006cb9ab5e7a,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Octozi posted in Ask HN: Who is hiring? (August 2026).                                                                       , https://news.ycombinator.com/item?id=49162990                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
40732e5a-a33f-4bcd-b5d7-4b7ea1b01dc9, Open Education Applications / Neon                                           , openeducation.foundation     , cc7f754c-cfd1-493c-b5fe-f0515870167c,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Open Education Applications / Neon posted in Ask HN: Who is hiring? (August 2026).                                           , https://news.ycombinator.com/item?id=49156711                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
06d717c1-3956-40da-a1a3-3a1094adeecf, Palace Cybersecurity                                                         , arxiv.org                    , 3694d734-3ce5-4de6-bb4c-4bcc19d255b5,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Palace Cybersecurity posted in Ask HN: Who is hiring? (August 2026).                                                         , https://news.ycombinator.com/item?id=49157095                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
bdb8db85-3757-499c-a2a2-ef085ffe8b3e, Performance                                                                  , performance.fyi              , 69dbda55-22c7-4936-ac91-8650bb6df495,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Performance posted in Ask HN: Who is hiring? (August 2026).                                                                  , https://news.ycombinator.com/item?id=49164538                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
71c757a1-3897-461c-beda-85ff3099d1fe, pganalyze                                                                    , pganalyze.com                , 2378a532-f460-4549-8454-9874c4a95a2c,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, pganalyze posted in Ask HN: Who is hiring? (August 2026).                                                                    , https://news.ycombinator.com/item?id=49163658                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
f7629e25-0a28-4d9d-8703-e4db848720e9, Phaselaw                                                                     , phase.law                    , 24ca8d96-a1b2-47d0-9044-a77f4b3b15c5,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Phaselaw posted in Ask HN: Who is hiring? (August 2026).                                                                     , https://news.ycombinator.com/item?id=49163946                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
523024dc-68a2-4a52-a7c5-e981f3fc8dc5, PlantingSpace                                                                , planting.space               , b997e024-43ef-4921-bd78-0863facd95b0,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, PlantingSpace posted in Ask HN: Who is hiring? (August 2026).                                                                , https://news.ycombinator.com/item?id=49157674                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
643993d6-bf9e-41fc-9d13-d4cc2c750b65, Please email me so I know which role / what name to have a                   , harnly.net                   , 258b719b-ba40-448f-bdd6-289cc30d3ab3,    23,        49,           46, CTO; Founder; Head of Talent; VP Engineering, Please email me so I know which role / what name to have a posted in Ask HN: Who is hiring? (August 2026).                   , https://news.ycombinator.com/item?id=49164039                                                                                            , HIRING_DISCOVERY                   , Company has a resolvable domain.                                                                                           , No explicit target-industry fit found.
